NASA Outgassing Database
source: http://outgassing.nasa.gov
data last updated: 03/29/2013

sample_id	data_ref	mfgr_code	tml	vcm	wvr	time1	temp1	atm1	time2	temp2	atm2	time3	temp3	atm3	time4	temp4	atm4	appl_code
SILICONE O-RING/SMA COAXIAL RF CONNECTORS, PN3302-921-125M1	GSC28456	AUT	0.21	0.01	0.05	24H	200	AIR										O-RING
SILICONE RT 622 FROM THE EADS/ASTRIUM FLAT RECTANGULAR CONNECTOR	GSC29971	EEE	0.32	0.20	0.02	24H	177											WIRE SUPPORT
SILICONE RTV-1 DISPERSION T-81/F	GSC14593	SWS	1.18	0.46	0.01	7D	25	AIR										CONF COAT
SILICONE RTV-S-691 FROM THE EADS/ASTRIUM FLAT RECTANGULAR CONNECTOR	GSC29968	EEE	0.11	0.05	0.01	24H	177											WIRE SUPPORT
SILICONE RUBBER - VIBRATION DAMPER BLUE/GRAY	GSFC8978	BAI	3.57	0.80	0.02													DAMPER
SILICONE RUBBER - VIBRATION DAMPER BLUE/GRAY	GSFC8981	BAI	0.29	0.11	0.02	24H	204	AIR										DAMPER
SILICONE RUBBER 16254 GRAY SHEET	GSC13260	FCC	0.14	0.07	0.01	6H	204	AIR										CUSHION
SILICONE RUBBER 940-C-3111 RED CL1 GR40	GSC20641	KRC	0.17	0.09	0.01	24H	232	AIR										CLAMP INSUL
SILICONE RUBBER 950-C-15-69 GRAY	GSC13723	KRC	0.50	0.33	0.00	24H	175	AIR										CUSHION
SILICONE RUBBER 950-C-15-69 GRAY	GSC13813	KRC	0.08	0.02	0.05	24H	175	AIR	24H	195	E-2							CUSHION
SILICONE RUBBER CABLE SOCKET	GSC32992	SSG	0.79	0.20	0.05													RUBBER PLUG
SILICONE RUBBER FROM CLAMP (SPEC TA2417 NASA)	GSC31774	ZZZ	0.58	0.22	0.05													RUBBER INSERT
SILICONE RUBBER MIL ZZ-R-765 CLASS 2 GRADE 50 - GRAY	GSFC7241	FCC	1.51	0.40	0.00													GASKET
SILICONE RUBBER MIL ZZ-R-765 CLASS 2 GRADE 50 - GRAY	GSFC7295	FCC	0.11	0.06	0.02	16H	200	AIR										GASKET
SILICONE RUBBER MIL ZZ-R-765 CLASS 2A GRADE 50 RED	GSC23281	FCC	0.14	0.06	0.03	48H	200	AIR										DAMPER
SILICONE RUBBER MIL ZZ-R-765 CLASS 3 RED 7110-2.0	GSC26209	BAI	1.11	0.45	0.07													DAMPER
SILICONE RUBBER MIL ZZ-R-765 CLASS II GR 45-50 RED	GSC19138	URI	1.08	0.34	0.00													GASKET
SILICONE RUBBER MIL ZZ-R-765 CLASS II GR 45-50 RED	GSC19183	URI	0.21	0.13	0.00	24H	177	E-2										GASKET
SILICONE RUBBER MIL ZZ-R-765 CLASS IIB GR 65-75 RED	GSFC8975	GRE	0.60	0.20	0.03													DAMPER
SILICONE RUBBER MIL ZZ-R-765 GRADE 40 RED	GSC11006	CHR	0.36	0.21	0.02	24H	160	AIR										DAMPER
SILICONE RUBBER MIL ZZ-R-765 GRADE 50, BLUE	GSC29512	BAI	0.19	0.01	0.08	72H	150											DAMPER
SILICONE RUBBER MIL ZZ-R-765, GRADE 50, BLUE (NO PRETREATMENT)	GSC29281	BAR	2.88	0.62	0.07													DAMPER
SILICONE RUBBER MIL ZZ-R-765, GRADE 50, BLUE (PRETREATED)	GSC29284	BAR	0.10	0.02	0.07	72H	150	N2										DAMPER
SILICONE RUBBER MIL-ZZ-R-765 CLASS IIB GR 30 RED	GSC18832	PAI	0.72	0.30	0.01	1H	143	AIR	7H	204	AIR							GASKET
SILICONE RUBBER MIL-ZZ-R-765 CLASS IIB GR 70 RED	GSC18826	PAI	0.62	0.25	0.04	1H	143	AIR	7H	204	AIR							GASKET
SILICONE RUBBER PER AMS 3332 RED	GSC11998	WGP	2.82	1.32	0.00													GASKET
SILICONE RUBBER PER AMS 3332 RED	GSC12001	WGP	0.31	0.20	0.01	24H	175	AIR										GASKET
SILICONE RUBBER PER ZZ-R-765, CLASS 2B, GRADE 40	GSC33772	KRC	0.38	0.12	0.07													CLAMP CUSHION
SILICONE RUBBER RED AMS 3302	GSC20585	PAS	1.34	0.37	0.01													CONN INSUL
SILICONE RUBBER SHEET JONAL # 77-203-3 RED	GSC26518	JON	0.32	0.04	0.39	10M	171	AIR	1D	204	AIR							SHEET MATERIAL
SILICONE RUBBER SHEET JONAL # 77-203-3 RED	GSC26593	JON	0.35	0.11	0.09	10M	175	AIR	9H	175	AIR							SHEET MATERIAL
SILICONE RUBBER SHEET JONAL # 77-203-3 RED	GSC26596	JON	0.21	0.07	0.07	10M	175	AIR	90H	163	AIR							SHEET MATERIAL
SILICONE RUBBER TUBING MIL ZZ-R-765 RED CL 1 GR 70	GSC19425	CWR	0.21	0.02	0.03	24H	166	AIR										TUBING
SILICONE RUBBER UNION CARBIDE	GSFC2059	UCC	1.04	0.35														SILICONE
SILICONE RUBBER UNION CARBIDE	GSFC2092	UCC	0.10	0.09		24H	232	AIR										SILICONE
SILICONE RUBBER, S0383-70, BAY SEAL DISTR	GSC32101	PAH	0.27	0.02	0.10													O-RING
SILICONE RUBBER, S0383-70, BAY SEAL DISTR	GSC32104	PAH	0.17	0.01	0.10	96H	80	VAC										O-RING
SILICONE RUBBER/FABRIC REINFORCED MIL R3065 TYPE HB	GSFC7172	TAM	0.73	0.39	0.04													MOLD CPND
SILICONE SHEET, RED, KIRKHILL 940-C-3111	GSC31921	KRC	0.56	0.27	0.06													SHEET RUBBER
SILICONE SLEEVING, REISS P/NR001088A	GSC33352	RSS	0.70	0.31	0.02													SLEEVING
SILICONE SPONDE NUMBER SSL062 (1/16 INCH THICK PER AMS 3195E)	GSC28819	POT	0.61	0.10	0.41	20H	205	AIR										GASKET MATERIAL
SILICONE SPONDE NUMBER SSL062 (1/16 INCH THICK PER AMS 3195E)	GSC28822	POT	0.68	0.17	0.40	10H	205	AIR										GASKET MATERIAL
SILICONE SPONGE # SSL062 1/16 INCH THICK (AMS 3195E)	GSC28846	POT	0.52	0.01	0.46	5.5H	247	AIR										GASKET MATERIAL
SILICONE SPONGE # SSL062 1/16 INCH THICK (AMS 3195E)	GSC28849	POT	0.64	0.12	0.43	24H	205	AIR										GASKET MATERIAL
SILICONE SPONGE # SSL062 1/16 INCH THICK (AMS 3195E)	GSC28852	POT	0.45	0.00	0.43	24H	205	E-2										GASKET MATERIAL
SILICONE SPONGE RUBBER 9-S-602 GRAY	GSC13609	KRC	1.14	0.41	0.05	12H	250	AIR										DAMPER
SILICONE SPONGE RUBBER 9-S-603 GRAY MODIFIED	GSC13726	KRC	0.38	0.03	0.13	24H	249	AIR										DAMPER
SILICONE SPONGE RUBBER R10470M RED	GSC22663	CHO	0.35	0.16	0.03													DAMPER
SILICONE SPONGE RUBBER R10470M RED	GSC22696	CHO	0.04	0.01	0.02	72H	150	AIR										DAMPER
SILICONE WIRE INSULATION	GSFC1495	ITT	1.25	0.28														WIRE INSUL
SILICONE WITH TITANIUM DIOXIDE POWDER,P/N 93-500	GSC27967	DCC	0.27	0.07	0.01	12H	80	AIR										POTTING COMPOUND
SILK BOBBINET WOVEN FABRIC WHITE QUALITY 10037	GSC21329	SNC	3.52	0.06	2.73													THERM BLANKET
SILK NET ILLUSION 7517 FREON TF WASH	GSC14954	DUK	4.90	0.01	3.64	16H	25	E-6	20H	66	E-6	8H	25	E-6	10D	25	AIR	THERMAL BLANKET
SILK NET ILLUSION 7517 UNWASHED	GSC14952	DUK	4.84	0.00	3.61	16H	25	E-6	20H	66	E-6	8H	25	E-6	10D	25	AIR	THERMAL BLANKET
SILK NETTING STYLE 5517	GSFC2757	JMC	2.53	0.07														NETTING
SILK NETTING STYLE 5517	GSFC2877	JMC	2.45	0.11		24H	25	E-6	5H	65	E-6	3H	25	E-6				NETTING
SILK NETTING STYLE 5517	GSFC2879	JMC	2.34	0.12		24H	25	E-6	5H	125	E-6	3H	25	E-6				NETTING
SIL-PAD 1000 T-03 TRANSISTOR PAD	GSC15303	BER	0.20	0.08	0.01													THERMAL COND
SIL-PAD 1000 THERMAL CONDUCTIVE SHEET/FILM SILICONE	GSC15306	BER	0.22	0.08	0.02													THERMAL COND
SIL-PAD 2000 THERMAL COND SHEET - WHITE	GSC16835	BER	0.26	0.11	0.02													THERM COND
SIL-PAD 2000 THERMAL COND SHEET - WHITE	GSC16838	BER	0.07	0.03	0.01	24H	175	AIR										THERM COND
SIL-PAD 2000 THERMAL COND SHEET - WHITE	GSC21325	BER	0.45	0.13	0.01													THERMAL COND
SIL-PAD 2000 THERMAL COND SHEET - WHITE	GSC28570	BER	0.65	0.20	0.04													THERMAL COND SHEET
SIL-PAD K10	GSC29641	BER	0.51	0.11	0.25													THERMAL GASKET
SIL-PAD K-10 POLYIMIDE FILM WITH SILICONE RUBBER FILLER	GSC32752	BRQ	0.39	0.11	0.13	24H	125	E-6										THERM COND INSULATOR
SIL-PAD K-10 THERMAL COND SHEET - TAN	GSC14996	BER	0.29	0.11	0.02													THERMAL COND
SIL-PAD K-10 THERMAL COND SHEET - TAN	GSC15112	BER	0.36	0.09	0.14	10M	145	AIR										THERMAL COND
SIL-PAD K-10, POLYIMIDE FILM W/ SILICONE RUBBER FILLER	GSC32764	BRQ	0.54	0.12	0.22													THERM COND INSULATOR
SIL-PAD K-4 THERMAL COND SHEET - GRAY	GSC14998	BER	0.28	0.07	0.07													THERMAL COND
SIL-PAD K-6 THERMAL COND SHEET - BLUE/GREEN	GSC19564	BER	0.51	0.12	0.27													THERM COND
SIL-PADS 400 SILICONE/FIBERGLASS SHEET GRAY	GSFC9892	BER	0.40	0.11	0.02													FILM/SHEET
SILTEMP 84CH WOVEN GLASS CLOTH - BROWN	GSC12931	AME	11.18	0.00	11.06													THERM CONTROL
SILVER COATED NYLON RIPSTOP FABRIC C7020-1	GSC24075	STM	1.37	0.04	0.90													FABRIC
SILVER GOOP HIGH TEMP GREASE	GSC10871	CFC	2.48	0.62	0.32													LUBRICANT
SILVER TEFLON TAPE, ACRYLIC AHESIVE	GSC32773	GTS	1.48	0.00	0.42													TAPE
SILVERBOND TYPE 60 SILVER FILLED EPOXY	GSC23589	TNC	0.64	0.03	0.12	5M	125	AIR										COND ADHESIVE
SIMCO 8300 ANTI STATIC FILM BAG	GSC16856	DUN	0.39	0.04	0.03													ANTI STATIC FILM
SINGLE BAND NITRILE WITH ACRYLIC ADH P/N RFSB-N-2.25W/9469PSA	GSC28507	RAF	0.37	0.09	0.06													RF ABSORBER
SINTERED PTFE, ODM98	GSC32134	GIG	0.01	0.01	0.00													LIGHT BOX REFL MATL
SISS-06 R/F SHIELDING SPIRAL GASKET	GSC13162	SMC	0.71	0.25	0.00													GASKET
SKYBOND 703 GRAPHITE/POLYIMIDE LAMINATE 3 STEP PCURE	GSC12306	MON	0.36	0.01	0.31	1H	177	PSI										LAMINATE
SKYBOND RI 7271-01 FLEXIBLE POLYIMIDE FOAM	GSFC3011	MON	0.86	0.52														FOAM
SKYBOND RI 7271-06 RIGID POLYIMIDE FOAM	GSFC3057	MON	0.31	0.04														FOAM
SKYBOND RI 7271-12 RIGID POLYIMIDE FOAM	GSFC3079	MON	0.42	0.01														FOAM
SKYBOND RI 7271-18 RIGID POLYIMIDE FOAM	GSFC3099	MON	0.45	0.01														FOAM
SLE 3010 LT BLUE EPOXY	GSC18206	SPA	1.21	0.10	0.20	7D	25	AIR										POTTING
SLE 3010 PRE-MIX CARTRIDGE BLUE-GRAY EPOXY	GSC16301	SPA	1.84	0.01	0.25	7D	25	AIR										POTTING
SLEEVE, SOLDER, HEAT SHRINKABLE (PRE SHRUNK)	GSC31714	RCC	0.47	0.17	0.03													SHRINK TUBING
SLIDE DRY FILM LUBE - AEROSOL/F	GSC17684	PHC	15.75	9.85	0.00	7D	25	AIR										DRY FILM LUBE
SLM 71271 A/B AS 9/1 BW RED SILICONE	GSFC8270	WAC	0.49	0.04	0.00	7D	25	AIR										SEALANT
SLSMC-510300S3B LIQUID CRYSTAL CUP	GSC32761	CRN	0.09	0.00	0.02													MOLDING CUP
SM5126 TACKY TAPE VACUUM BAG TAPE SEALANT HI TEMP	GSC23814	SMO	1.65	0.25	0.14													TAPE
SMOOTH ON INSTANT EPOXY	GSFC4644	SOM	7.69	4.27		10M	25	AIR										ADHESIVE
SMP 62/63 AS 1/1 BV EPOXY	GSFC3860	WSL	16.25	0.07		1H	25	AIR	2H	60	AIR							ADHESIVE
SMP 62/63 AS 1/1 BV EPOXY	GSFC4428	WSL	1.40	0.14		4H	25	AIR	8H	65	AIR	8H	121	AIR				FILM DIELECTRIC
SMR-010/S-GLASS TUBE	GSC25498	ACB	0.74	0.00	0.13													TUBING
SMRD 100(43-3) FILLED HYDROCARBON RUBBER	GSFC6806	GEV	1.11	0.13	0.28													DAMPER
SMRD 100B50P2	GSC15273	GEV	0.47	0.05	0.19	24H	121	AIR	96H	135	E-6							DAMPER
SMRD 100F90	GSC10685	GEV	2.46	0.27	0.29	24H	100	AIR	110H	135	E-3							DAMPER
SMRD 100F90	GSFC7088	GEV	1.52	0.19	0.29	16H	100	AIR										DAMPER
SMRD 100F90	GSFC7091	GEV	1.67	0.22	0.26													DAMPER
SMRD 100F90 CYCLOHEXANE WASH - INTERNAL PORTION	GSFC7199	GEV	1.56	0.24	0.15	24H	25	AIR										DAMPER
SMRD 100F90 CYCLOHEXANE WASH - SURFACE PORTION	GSFC7196	GEV	2.28	0.27	0.17	24H	25	AIR										DAMPER
SMRD 100F90 FLEXIBLE EPOXY FOAM	GSC11000	GEV	1.10	0.11	0.39	96H	130	E-6										DAMPER
SMRD 100F90 FLEXIBLE EPOXY FOAM	GSC11003	GEV	1.00	0.11	0.04	168H	130	E-6										DAMPER
SMRD 100F90 FLEXIBLE EPOXY FOAM	GSC13051	GEV	1.23	0.11	0.31	96H	135	E-6										DAMPER
SMRD 100F90 FLEXIBLE EPOXY FOAM	GSC21816	MMA	1.30	0.11	0.38	16H	121	AIR										DAMPER
SMRD 100F90 NEW RESIN REPLACEMENT	GSFC9629	GEV	1.39	0.17	0.23	8H	100	E-3										DAMPER
SMRD 100F90P2	GSC15276	GEV	0.83	0.05	0.32	24H	121	AIR	96H	135	E-6							DAMPER
SMRD 1010 AF	GSC14320	GEV	1.28	0.08	0.47	6H	121	AIR										DAMPER
SMRD 1010 VAC BAKE	GSC14338	GEV	0.91	0.02	0.50	6H	121	AIR										DAMPER
SMRD 1010/STRIPPED RESIN AF	GSC14342	GEV	1.47	0.07	0.52	6H	121	AIR										DAMPER
SMRD 1010/STRIPPED RESIN/VAC BAKE	GSC14344	GEV	0.99	0.04	0.53	6H	121	AIR										DAMPER
SMRD 1014 AF	GSC14322	GEV	1.50	0.11	0.46	6H	121	AIR										DAMPER
SMRD 1014 VAC BAKE	GSC14340	GEV	0.91	0.03	0.48	6H	121	AIR										DAMPER
SMRD 432	GSFC9533	GEV	0.94	0.15	0.17	48H	100	E-2										POTTING
SMRD 432 90A WHITE	GSFC9317	GEV	1.14	0.17	0.23													POTTING
SOCKET STRIP BLACK RYNITE PET POLYESTER	GSC16166	SAM	0.56	0.23	0.11													SOCKET STRIP
SOCKET STRIP BLACK RYNITE PET POLYESTER	GSC16235	SAM	0.40	0.17	0.10	16H	175	AIR										SOCKET STRIP
SOCKET STRIP BLACK RYNITE PET POLYESTER	GSC16238	SAM	0.42	0.20	0.10	24H	175	AIR										SOCKET STRIP
SOCKETFAST BLUE 2 PART PRE-MEASURED KIT	GSC14416	PHR	5.40	0.12	0.29	24H	25	AIR										POTTING
SOFIA GLUE (1)	GSC25744	ZZZ	2.33	0.14	0.35													ADHESIVE
SOFIA GLUE (2)	GSC25747	ZZZ	2.50	0.15	0.36													ADHESIVE
SOFIA GLUE (3)	GSC25750	ZZZ	2.44	0.14	0.35													ADHESIVE
SOFIA PINK EPOXY	GSC25741	ZZZ	1.79	0.05	0.23													ADHESIVE
SOFTSHIELD 4800 WITH PSA, 0.39 IN THICK - VACUUM BAKED 2H @ 120C	GSC32473	PCH	4.37	2.84	0.42	2H 	120	VAC										EMI SHIELD
SOFTSHIELD 4800 WITH PSA, 0.39 IN THICK, PN4800-11-0505-0100-SS	GSC32365	PCH	13.03	6.70	0.38													EMI SHIELDING
SOFTSHIELD 4850 WITH PSA, 0.39 IN THICK - VACUUM BAKED 2H @ 120C	GSC32476	PCH	4.69	2.80	0.46	2H 	120	VAC										EMI SHIELD
SOFTSHIELD 4850 WITH PSA, 0.39 IN THICK, UL 94V-0, PN4850-12-0505-0100-SS	GSC32368	PCH	7.20	4.35	0.42													EMI SHIELDING
SOLARPLY TEDLAR/ALUM FILM W COATING ON ALUM	GSC16889	GRP	0.37	0.12	0.08													FILM
SOLDER SPLICE CLEAR OUTER SHRINK TUBING - HEAT GUN	GSC22279	MMM	0.37	0.03	0.00													CONNECTOR
SOLDER SPLICE YELLOW INNER SEAL SHRINK TUBE HEAT GUN	GSC22300	MMM	0.53	0.15	0.04													CONNECTOR
SOLDEREZE MAGNET WIRE RED	GSFC4426	PDC	0.79	0.14														WIRE COATING
SOLIDUR 10101 UV UHMW WHITE POLYETHYLENE	GSC19015	SOL	0.63	0.40	0.01													MOLD CPND
SOLIMIDE AC-530 POLYIMIDE FOAM	GSC27847	ISP*	1.51	0.01	1.06													FOAM
SOLIMIDE AC-550 POLYIMIDE FOAM	GSC27841	ISP*	1.50	0.01	1.04													FOAM
SOLIMIDE TA-301 FLEXIBLE POLYIMIDE FOAM	GSC14489	IMI	0.20	0.02	0.61													FOAM
SOLIMIDE TA-301 FLEXIBLE POLYIMIDE FOAM	GSC14492	IMI	0.19	0.02	0.66	1H	288	AIR										FOAM
SOLIMIDE TA-301 FLEXIBLE POLYIMIDE FOAM DENSIFIED	GSC16601	IMI	0.55	0.02	0.00													FOAM
SOLIMIDE TA-301 FLEXIBLE POLYIMIDE FOAM MIL F87090	GSC13448	IMI	0.28	0.01	0.25													FOAM
SOLIMIDE TA-301 POLYIMIDE FOAM	GSC27844	ISP*	1.63	0.01	1.11													FOAM
SOLITHANE 113 FORMULA 11 OVER CHEMLOK 218 PRIMER	GSFC7164	TCC	0.74	0.01	0.17	16H	66	AIR										CONF COAT
SOLITHANE 113 FORMULA 6 OVER CHEMLOK 218 PRIMER	GSFC7145	TCC	0.87	0.11	0.06	16H	66	AIR										CONF COAT
SOLITHANE 113 FORMULA 6 OVER CHEMLOK 218 PRIMER	GSFC7162	TCC	0.63	0.04	0.17	16H	66	AIR										CONF COAT
SOLITHANE 113/300	GSFC0113	TCC	0.40	0.09		16H	65	AIR										POTTING
SOLITHANE 113/300 A/B AS 100/73 BW W KEYFLOUR/BRUSH	GSC24834	TCC	1.71	0.04	0.14	1H	25	AIR	6H	70	AIR							CONFROMAL COAT
SOLITHANE 113/300 A/B AS 100/73 BW W KEYFLOUR/SPRAY	GSC24837	TCC	0.96	0.02	0.14	1H	25	AIR	6H	70	AIR							CONFORMAL COAT
SOLITHANE 113/300 AS 100/100 BW FORMULA 4	GSFC5433	TCC	0.30	0.03		7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/100 BW FORMULA 4	GSFC8672	TCC	0.34	0.05	0.11	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/120 BW FORMULA 6	GSFC7223	TCC	0.41	0.10	0.02	7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/150 BW FORMULA 7	GSFC2266	TCC	0.37	0.08		7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/150 BW FORMULA 7	GSFC2387	TCC	0.31	0.04		16H	50	AIR										POTTING
SOLITHANE 113/300 AS 100/73 BW	GSC18184	TCC	0.40	0.03	0.09	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW 33% ALUM PIGMENT	GSFC1066	TCC	0.69	0.09		7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSC10416	TCC	0.31	0.02	0.10	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSC11565	TCC	0.31	0.04	0.10	7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSC11577	TCC	0.29	0.03	0.09	7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSC11601	TCC	0.33	0.01	0.09	7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSFC0248	TCC	0.32	0.04		20H	70	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW FORMULA 1	GSFC4254	TCC	0.28	0.03		24H	55	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW W/ETH ACETATE	GSC18186	TCC	1.00	0.04	0.10	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW/CALCAFLUOR/ETH ACET	GSC17994	TCC	1.76	0.36	0.08	2H	65	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW/CALCAFLUOR/ETH ACET	GSC18156	TCC	4.08	1.14	0.12	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 BW/CALCAFLUOR/TOLUENE	GSC19054	TCC	0.56	0.04	0.09	4H	60	AIR	7D	25	AIR							CONF COAT
SOLITHANE 113/300 AS 100/73 PBW	GSC22138	UNC	0.35	0.03	0.12	7D	25	AIR										POTTING
SOLITHANE 113/300 AS 100/73 PBW/F	GSC21449	TCC	0.82	0.02	0.06	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/73 PBW/F	GSC21451	TCC	0.64	0.02	0.06	24H	70	AIR										CONF COAT
SOLITHANE 113/300 AS 100/74 PBW CLEAR YELLOW	GSC21694	MNC	0.36	0.08	0.09	7D	25	AIR										CONF COAT
SOLITHANE 113/300 AS 100/80 BW FORMULA 2	GSFC6011	TCC	0.36	0.01	0.11	7D	25	AIR										DAMPER
SOLITHANE 113/300 AS 100/80 BW FORMULA 2	GSFC7616	TCC	0.30	0.01	0.12	24H	50	AIR										POTTING
SOLITHANE 113/300 FORMULA 15	GSC14926	TCC	0.66	0.04	0.22	7D	25	AIR										STAKING CPND
SOLITHANE 113/300 FORMULA 15	GSC14928	TCC	0.54	0.03	0.22	24H	65	AIR										STAKING CPND
SOLITHANE 113/300 FORMULA 6 OVER PRIMER 919/920	GSFC7175	TCC	0.72	0.03	0.11	7D	25	AIR										POTTING
SOLITHANE 113/300 THINNED/SPRAYED/F	GSC14611	TCC	0.45	0.14	0.01	16H	25	AIR	48H	60	AIR							CONF COAT
SOLITHANE 113/300/328 AS 100/14.7/11.5 BW FORMULA 15	GSFC1069	TCC	0.79	0.04		24H	70	AIR										CONF COAT
SOLITHANE 113/300/328 AS 100/44/6 BW FORMULA 11	GSFC1585	TCC	0.34	0.00		16H	70	AIR										POTTING
SOLITHANE 113/300/328 AS 100/51/4.5 BW FORMULA 10	GSFC1582	TCC	0.34	0.00		16H	70	AIR										POTTING
SOLITHANE 113/300/328 AS 100/65.5/1.5 BW FORMULA 8	GSC10263	TCC	1.19	0.08	0.18	3H	66	AIR										CONF COAT
SOLITHANE 113/300/328/B 35A GLASS BUBBLES	GSFC2470	TCC	0.21	0.00		21D	25	AIR										POTTING
SOLITHANE 113/300/328/ECCOSPHERES SI	GSFC2519	TCC	0.53	0.00		16H	57	AIR										POTTING
SOLITHANE 113/300/CABOSIL M5	GSC15219	LRC	0.36	0.02	0.15	16H	40	AIR										POTTING
SOLITHANE 113/300/CABOSIL M5 (DRIED)	GSC15221	LRC	0.36	0.03	0.15	16H	40	AIR										POTTING
SOLITHANE 113/300/CABOSIL M5/CARBOLAC 1	GSC10257	TCC	0.43	0.03	0.10	7D	25	AIR										SEALANT
SOLITHANE 113/300/CABOSIL M5/FERRO BLUE AS 74/8/.01	GSC22948	EGG	0.50	0.07	0.14	1H	25	AIR	7H	70	AIR							POTTING
SOLITHANE 113/300/CABOSIL MS5/RODAMINE B/T-12	GSFC1186	TCC	0.47	0.00		7D	25	AIR										POTTING
SOLITHANE 113/300/CABOSIL MS5/T-12	GSFC1189	TCC	0.42	0.01		7D	25	AIR										POTTING
SOLITHANE 113/300/CABOSIL MS5/T-12/FLUORESCENT DYE	GSFC7314	TCC	0.46	0.04	0.08	7D	25	AIR										POTTING
SOLITHANE 113/300/CABOSIL/T-12/BLUE DYE	GSC14460	APL	0.44	0.08	0.12	3H	60	AIR										POTTING
SOLITHANE 113/300/CABOSIL/TIO2 AS 100/74/11/3.6 PBW	GSC29422	TCC	0.40	0.04	0.14													TORQUE STRIPE
SOLITHANE 113/300/CABOSIL/TIO2 AS 100/74/11/3.6 PBW	GSC29425	TDD	0.40	0.03	0.15	4H	60	AIR										TORQUE STRIPE
SOLITHANE 113/300/CABOSIL/TIO2 MIX 100/74/11/1 (BY WEIGHT)	GSC27658	TCC	0.42	0.03	0.15													STAKING
SOLITHANE 113/300/CABOSIL/TIO2 WHITE	GSC28189	TCC	0.46	0.03	0.18													TORQUE STRIPE
SOLITHANE 113/300/CALCAFLOUR/SURFACANT BYK-358/TOLUE	GSC27085	ASC	0.97	0.04	0.06													COATING
SOLITHANE 113/300/CALCAFLUOR WHITE/T-12/MIBK	GSFC6410	TCC	0.57	0.04	0.06	5H	54	AIR										CONF COAT
SOLITHANE 113/300/CALCAFLUOR/ETH ACETATE URETHANE	GSC18456	TCC	0.62	0.04	0.08	8H	65	E-2										POTTING
SOLITHANE 113/300/CALCAFLUOR/ETH ACETATE URETHANE	GSC18474	TCC	1.40	0.05	0.10	16H	65	E-2										POTTING
SOLITHANE 113/300/CALCAFLUOR/TOLUENE	GSC15477	ITT	0.50	0.03	0.13	16H	66	AIR										CONF COAT
SOLITHANE 113/300/CALCOFLOUR/TOLUENE BRUSH/F	GSC25194	ASC	1.49	0.08	0.09													CONFORMAL COAT
SOLITHANE 113/300/CALCOFLOUR/TOLUENE SPRAY/F	GSC25196	ASC	1.71	0.11	0.10													CONFORMAL COAT
SOLITHANE 113/300/CALCOFLUOR AS 100/74/0.1 PBW	GSC21750	MNC	0.44	0.04	0.15	7D	25	AIR										CONF COAT
SOLITHANE 113/300/CALCOFLUOR AS 100/74/0.2 PBW	GSC21738	MNC	0.36	0.02	0.09	7D	25	AIR										CONF COAT
SOLITHANE 113/300/DTDL AS 100/80/1 BW	GSFC7946	TCC	0.66	0.09	0.21	15H	50	AIR										POTTING
SOLITHANE 113/300/EH-330 AS 100/73/1 BW FORMULA 21	GSC10736	TCC	0.56	0.05	0.13	7D	25	AIR										CONF COAT
SOLITHANE 113/300/HUMISEAL THINNER 521	GSC13236	TCC	0.32	0.02	0.06	2H	93	AIR										COATING
SOLITHANE 113/300/L-174 AS 28.74/21.26/0.05 PBW	GSC21735	MNC	0.30	0.05	0.07	7D	25	AIR										CONF COAT
SOLITHANE 113/300/M-5 AS 10.7.4/1.1 BW	GSC26641	UNC	0.40	0.05	0.10													COATING
SOLITHANE 113/300/M-5 AS 10/7.4/1 BW	GSC14776	TCC	0.37	0.02	0.12	48H	40	AIR										POTTING
SOLITHANE 113/300/M-5/TC-700	GSC14779	TCC	1.86	0.05	0.11	4H	66	AIR										POTTING
SOLITHANE 113/300/M-5/TC-700	GSC14851	TCC	0.91	0.02	0.14	7D	25	AIR										POTTING
SOLITHANE 113/300/MEK	GSC14930	LRC	0.78	0.03	0.12	5H	66	AIR										CONF COAT
SOLITHANE 113/300/MEK	GSC15195	LRC	0.44	0.02	0.15	5H	66	AIR										CONF COAT
SOLITHANE 113/300/N-METHYL MORPHOLINE FORMULA 23	GSC10751	TCC	0.88	0.00	0.13	7D	25	AIR										CONF COAT
SOLITHANE 113/300/QUADROL FORMULA 24	GSC10754	TCC	0.29	0.00	0.12	7D	25	AIR										CONF COAT
